rf_id,or_name,exec_dt,ack_dt
346370071,"VIDEOIQ, INC.",2014-12-17,
346370083,"VIDEOIQ, INC.",2014-12-17,
346370122,"VIDEOIQ, INC.",2014-12-17,
346370130,"VIDEOIQ, INC.",2014-12-17,
346370136,"VIDEOIQ, INC.",2014-12-17,
346420124,"SCHAFER, MARK",2003-07-24,
346420178,"SCHWINTEK, INC.",2010-03-15,
346420640,"AT&T ALEX HOLDINGS, LLC",2014-12-10,
346440180,"LEWIS, JOHN E.",2014-12-12,
346870232,"SOLARBRIDGE TECHNOLOGIES, INC.",2014-12-18,
346970368,"ESSENTIAL MEDICAL, LLC.",2014-12-23,
347050540,"GROSS, YOSSI",2008-12-31,
347050689,"GROSS, YOSSI",2011-06-21,
347050902,RAINBOW MEDICAL LTD.,2013-08-19,
347060078,"GROSS, YOSSI",2013-12-12,
347090415,"AMERICAN UNDERWATER PRODUCTS, INC.",2015-01-12,
347150531,MALLINCKRODT LLC,2014-06-30,
347160178,"MINDRAY DS USA, INC.",2014-12-31,
347300641,"OCULEX PHARMACEUTICALS, INC.",2003-12-19,
347330791,"TOJEK, ANDREW PAUL",2014-12-12,
347430021,POLYGANICS IP B.V.,2014-11-07,
347450755,"OCULEX PHARMACEUTICALS, INC.",2003-12-18,
347550057,MR HOLDINGS (HK) LIMITED,2014-12-31,
347830898,KNAUF INSULATION LIMITED,2015-01-20,
347830898,KNAUF INSULATION GMBH,2015-01-21,
347830898,"KNAUF INSULATION, LLC",2015-01-21,
347830898,KNAUF INSULATION SPRL,2015-01-21,
347850637,STEM CENTER S.L.U.,2014-12-19,
347850637,GID EUROPE LTD.,2014-12-19,
347850637,STEM EUROPE S.L.,2014-12-19,
348060448,"GOWEN, MICHAEL RYAN",2014-09-24,
348060448,"ELSTON, CALEB TIMOTHY",2014-09-24,
348060448,"DEMERS, MICHAEL DAVID",2014-09-24,
348060448,"DODWELL, MARK",2014-09-24,
348060448,"HOFSTEEDE, ALEXANDER JOSEPH",2014-09-24,
348060448,"KASPER, DAVID ROBERT",2014-09-24,
348200887,"SWICK, ZACHARY STEPHEN",2015-01-23,
348200887,"FRIEDMAN, ROSARIO",2014-12-22,
348200887,"HAARALA, BRETT",2014-12-22,
348200887,"SAUVAGEAU, DAVID",2015-01-07,
348200887,"TORRES, DONNA SCHULZ",2014-12-22,
348260967,CARDIOMEMS LLC,2014-09-23,
348330542,"GUNARATNAM, MICHAEL KASSIPILLAI",2004-06-16,
348330591,"GUNARATNAM, MICHAEL KASSIPILLAI",2004-06-16,
348330616,"SOKOLOV, RICHARD",2004-06-23,
348330653,"SOKOLOV, RICHARD",2004-06-23,
348330702,"KWOK, PHILIP RODNEY",2004-06-15,
348330702,"HITCHCOCK, ROBIN GARTH",2004-06-18,
348330702,"VELISS, LEE JAMES",2004-06-18,
348330702,"GUNEY, MEMDUH",2004-06-18,
348330702,"LITHGOW, PERRY DAVID",2004-06-16,
348330702,"DARKIN, DONALD",2004-06-15,
348330702,"LYNCH, SUSAN ROBYN",2004-06-16,
348330762,"KWOK, PHILIP RODNEY",2004-06-15,
348330762,"HITCHCOCK, ROBIN GARTH",2004-06-18,
348330762,"VELISS, LEE JAMES",2004-06-18,
348330762,"GUNEY, MEMDUH",2004-06-18,
348330762,"LITHGOW, PERRY DAVID",2004-06-16,
348330762,"DARKIN, DONALD",2004-06-15,
348330762,"LYNCH, SUSAN ROBYN",2004-06-16,
348330785,RESMED (R&D) LIMITED,2004-07-06,
348440456,"SHLIMOVICH, MARK ALEXANDER",2014-10-06,
348450001,"GOWEN, MICHAEL RYAN",2014-09-24,
348450001,"ELSTON, CALEB TIMOTHY",2014-09-24,
348450001,"DEMERS, MICHAEL DAVID",2014-09-24,
348450001,"DODWELL, MARK",2014-09-24,
348450001,"HOFSTEEDE, ALEXANDER JOSEPH",2014-09-24,
348450001,"KASPER, DAVID ROBERT",2014-09-24,
348450736,"GOWEN, MICHAEL RYAN",2014-09-24,
348450736,"ELSTON, CALEB TIMOTHY",2014-09-24,
348450736,"DEMERS, MICHAEL DAVID",2014-09-24,
348450736,"DODWELL, MARK",2014-09-24,
348450736,"HOFSTEEDE, ALEXANDER JOSEPH",2014-09-24,
348450736,"KASPER, DAVID ROBERT",2014-09-24,
348460253,"GOWEN, MICHAEL RYAN",2014-09-24,
348460253,"ELSTON, CALEB TIMOTHY",2014-09-24,
348460253,"DEMERS, MICHAEL DAVID",2014-09-24,
348460253,"DODWELL, MARK",2014-09-24,
348460253,"HOFSTEEDE, ALEXANDER JOSEPH",2014-09-24,
348460253,"KASPER, DAVID ROBERT",2014-09-24,
348460547,"GOWEN, MICHAEL RYAN",2014-09-24,
348460547,"ELSTON, CALEB TIMOTHY",2014-09-24,
348460547,"DEMERS, MICHAEL DAVID",2014-09-24,
348460547,"DODWELL, MARK",2014-09-24,
348460547,"HOFSTEEDE, ALEXANDER JOSEPH",2014-09-24,
348460547,"KASPER, DAVID ROBERT",2014-09-24,
348520044,"BERMAN, BRADLEY",2015-01-30,
348530683,"PIATTO TECHNOLOGIES, INC.",2015-01-29,
348590685,"CHIN, CHEN HO",2010-07-30,
348590685,"BURBIDGE, RICHARD CHARLES",2010-08-24,
348660001,"SREERAMOJU, AKSHAY KUMAR",2015-01-30,
348770377,"MCCANN, STEPHEN",2010-10-14,
348780538,"BYTHEWAY, JARED G.",2015-02-03,
348810317,"BEHAVIORAL RECOGNITION SYSTEMS, INC.",2015-01-20,
348810379,"BEHAVIORAL RECOGNITION SYSTEMS, INC.",2015-01-20,
348840794,RESEARCH IN MOTION UK LIMITED,2011-01-10,
348850525,RESEARCH IN MOTION CORPORATION,2011-02-08,
348850673,RESEARCH IN MOTION UK LIMITED,2011-02-08,
348880808,"CLAUSON, LUKE",2015-02-04,
348890103,"CLAUSON, LUKE",2015-02-04,
348900638,INSIGHTFUL CORPORATION,2008-09-04,
348940025,"ADVANCED TECHNOLOGY MATERIALS, INC.",2015-02-04,
349000385,"PARK, SANGSOO WESLEY",2015-01-22,
349010791,"GABRIELSON, KURT D.",2014-09-16,
349010791,"WERTZ, STACEY L.",2014-09-07,
349010791,"BOBECK, DREW R.",2014-09-15,
349010931,"MORTON, EDWARD JAMES",2015-02-04,
349060364,"MIMEDX, INC.",2014-11-10,
349180244,"GANGWAR, ASHISH",2015-02-05,
349180244,"MENON, SANDEEP",2015-02-04,
349240779,ROCKSTAR CONSORTIUM US LP,2015-01-28,
349240779,ROCKSTAR CONSORTIUM LLC,2015-01-28,
349240779,BOCKSTAR TECHNOLOGIES LLC,2015-01-28,
349240779,CONSTELLATION TECHNOLOGIES LLC,2015-01-28,
349240779,MOBILESTAR TECHNOLOGIES LLC,2015-01-28,
349240779,NETSTAR TECHNOLOGIES LLC,2015-01-28,
349470732,"BAXANO SURGICAL, INC.",2015-01-30,
349540526,"BAXANO SURGICAL, INC",2015-01-20,
349770706,"GRAJEK, MARK S.",2015-02-16,
349770706,"HOWE, MICHAEL G.",2015-02-04,
349770706,"CZOP, MICHAEL W.",2015-02-04,
349900011,"LEE, ERIC",2011-06-16,
349900011,"JENSEN, PATRICK",2011-03-08,
349900062,"LEE, ERIC",2011-06-16,
349970187,INNOVIGOR8 PTY LTD,2015-02-19,
350060623,COREL SOFTWARE LLC,2015-01-23,
350140028,"MURAUYOU, SIARHEI",2015-01-30,
350150429,"STRAUCH, ERIC",2015-02-23,
350150489,"CORENMAN, DONALD, DR.",2015-02-23,
350230744,"KRITICOS, STEPHEN CON",2015-02-19,
350250246,CHRISTIE DIGITAL SYSTEMS CANADA INC.,2015-02-20,
350360230,"DIGITAL NETWORKS NORTH AMERICA, INC.",2015-02-23,
350980044,"WYLES, DAVID CHRISTOPHER",2015-01-28,
350980385,"RICHARDSON, CURTIS R.",2013-09-17,
350980385,"KEMPEL, DOUGLAS A.",2014-09-24,
351010118,"KUMMETZ, THOMAS",2014-01-31,
351120489,"DETWEILER, JEFFREY R.",2014-10-06,
351170020,"SMART MEDICAL TECHNOLOGY, INC.",2015-01-26,
351170066,"SMART MEDICAL TECHNOLOGY, INC.",2015-01-26,
351210328,"PLOOM, INC.",2015-02-11,
351280333,"THOMAS, SCOTT",2015-03-02,
351420064,"COSCO MANAGEMENT, INC.",2015-03-10,
351650849,"CHEN & CHEN, LLC",2015-03-13,
351650888,"CHEN & CHEN, LLC",2015-03-13,
351660464,"CHEN & CHEN, LLC",2015-03-13,
351660645,"CHEN & CHEN, LLC",2015-03-13,
351660656,"CHEN & CHEN, LLC",2015-03-13,
351660704,"CHEN & CHEN, LLC",2015-03-13,
351690705,ST. JUDE MEDICAL SYSTEMS AB,2014-09-23,
351730246,"POLLEX, JAMES W.",2015-02-06,
351730415,"DICKINS, GLENN N.",2015-03-02,
351730415,"CARTWRIGHT, RICHARD J.",2015-02-16,
351750409,DOLBY INTERNATIONAL AB,2013-09-17,
351800327,"DRAVITZKI, BRENT JAMES",2010-07-07,
351800327,"BRAMBILLA, ENRICO",2010-07-07,
351800327,"NGA, LEMMY",2010-07-08,
351800327,"QUARMBY, NIGEL",2010-07-08,
351800327,"DAVIDSON, AARON SAMUEL",2010-07-07,
351800327,"GIBSON, JOEL EDWARD",2010-08-09,
351800327,"BARBARA, ANTHONY PAUL",2010-07-08,
351800327,"FORMICA, JUSTIN JOHN",2010-07-20,
351800327,"BURNHAM, ROBERT THOMAS",2010-07-07,
351800327,"GOLDSPINK, LACHLAN RICHARD",2010-07-07,
351800363,"OZOLINS, ANGELENE MARIE",2010-07-09,
351930540,"DICKINS, GLENN N.",2012-10-01,
351930540,"PURNHAGEN, HEIKO",2012-10-01,
351930540,"SAMUELSSON, L. JONAS",2012-10-02,
351940996,"KOMMIREDDY, SRIDHARA BABU",2015-03-18,
351940996,"RYKOWSKI, ADAM STEPHEN",2015-03-18,
351950661,"COOLIGY, INC.",2015-03-16,
352030282,"KOMMIREDDY, SRIDHARA BABU",2015-03-18,
352030282,"RYKOWSKI, ADAM STEPHEN",2015-03-18,
352100013,E. HELLER & COMPANY,2000-11-09,
352190503,ORANGE SA,2014-09-03,
352210779,"E. HELLER & COMPANY, INC.",2000-03-13,
352290146,THE BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM,2001-01-11,
352290146,"THERASENSE, INC.",2000-12-13,
352690635,"PETNOTE, LLC",2015-03-13,
352690639,"JAKOBSON, GABRIEL",2015-03-03,
352690639,"RUEBEN, STEVEN",2015-03-03,
353230239,ORANGE SA,2014-09-03,
353240515,"HERNANDEZ, DANIEL",2011-07-25,
353240515,"KOOB, THOMAS J.",2011-07-25,
353240531,"MIMEDX, INC.",2014-11-10,
353270554,"GENERAL MILLS IP HOLDINGS II, LLC",2012-06-01,
353420120,"MIMEDX, INC.",2012-12-27,
353430183,"PETERSON, MARK",2015-03-13,
353430365,"VANLUE, DUKE",2015-04-06,
353430380,"VANLUE, DUKE",2015-04-06,
353430665,"EPPING, DUNCAN",2015-03-26,
353560731,"GENERAL MILLS MARKETING, INC.",2012-07-11,
353570930,"GENERAL MILLS MARKETING, INC.",2012-07-11,
353580281,"GENERAL MILLS IP HOLDINGS II, LLC",2012-06-01,
353580352,"INTERLACE MEDICAL, INC.",2011-02-11,
353740142,"MUNROW, MICHAEL A.",2012-09-13,
353740142,"UECKER, DARRIN",2012-09-17,
353740142,"PLACEK, BRIAN",2012-09-13,
353740142,"KWAN, HARRY",2012-09-18,
353740142,"TOUB, DAVID",2012-09-12,
353740142,"HINMAN, CAMERON D.",2012-09-13,
353740142,"DANITZ, DAVID J.",2012-09-13,
353740393,"SUZUKI, TAKASHI",2009-12-11,
353940480,RESEARCH IN MOTION CORPORATION,2010-09-01,
353940488,RESEARCH IN MOTION JAPAN LIMITED,2010-09-01,
354000886,"TRIBUTE CREATIONS, LLC",2015-03-27,
354020106,RESEARCH IN MOTION UK LIMITED,2010-08-31,
354070299,"SUPERNUS PHARMACEUTICALS, INC.",2015-04-02,
354190340,"MORTON, EDWARD JAMES",2015-02-25,
354240120,VIVANT MEDICAL LLC,2012-12-28,
354240172,BAXTER INNOVATIONS GMBH,2015-04-15,
354440663,"SOLARBRIDGE TECHNOLOGIES, INC.",2014-12-18,
354560101,"KOLAND, AMY",2015-02-24,
354560101,"CHISM, RICHARD",2015-03-09,
354680321,"COOK, RONALD M.",2015-04-14,
354680321,"LYTTLE, MATT",2015-04-14,
354680321,"DICK, DAREN",2015-04-20,
354700622,"ZHU, GAOZHONG",2007-03-21,
354700622,"NGUYEN, VINH",2007-03-22,
354700622,"LOWE, KRIS",2007-03-22,
354700622,"SHAHROKH, ZAHRA",2007-03-21,
354700712,"ZHU, GAOZHONG",2006-03-20,
354700712,"NGUYEN, VINH",2006-03-21,
354700712,"LOWE, KRIS",2006-03-20,
354700712,"SHAHROKH, ZAHRA",2006-03-21,
354720672,"BESS, ROBERT SHAY",2015-03-28,
354720672,"CHOI, THEO",2015-03-28,
354780263,PETRO-CANADA,2009-08-01,
354850001,"BRUINSMA, JOHANNES",2010-09-01,
354850001,"DALVI, CRISTIANO",2010-09-01,
354850001,"LAMEGO, MARCELO",2010-09-01,
354940124,"AL-ALI, AMMAR",2014-03-04,
354940124,"ABDUL-HAFIZ, YASSIR",2014-03-04,
354940124,"MACNEISH, WILLIAM JACK, III",2015-04-03,
354940124,"FORREST, KEVIN",2014-03-04,
354960341,ZEP SOLAR LLC,2015-04-22,
355160580,"ELLIS, MATTHEW J.",2015-04-16,
355190997,"IVINSON, DAVID",2015-04-15,
355430510,"DONG, MING",2015-04-29,
355430510,"MOHARITA, LASZLO",2015-04-29,
355590765,"WOOLLEY, TROY B.",2015-04-30,
355620793,"BURZ, JOHANN SEBASTIAN",2010-11-16,
355620830,"BIENER, ACHIM",2010-11-16,
355620930,"NICKOL, JOHANNES",2010-11-19,
355620954,"LANG, BERND CHRISTOPH",2010-11-22,
355620982,MAP MEDIZIN-TECHNOLOGIE GMBH,2010-11-19,
355630344,"KNOCKOUT TECHNOLOGY, SERIES 55 OF ALLIED SECURITY TRUST I",2015-04-22,
355810864,EDISON WELDING INSTITUTE INC.,2015-02-09,
355820527,"HILL-ROM SERVICES, INC.",2015-05-06,
355830368,"SUNDBERG, BRIAN C",2015-04-08,
355830368,"NYGREN, KURT",2015-02-06,
355830368,"MARSDEN, ANDREW",2002-11-11,
355830368,"PEREIRA, RAUL G",2015-02-06,
355880400,"AREND, JOHN MICHAEL",2015-04-21,
355880400,DISHER DESIGN AND DEVELOPMENT,2015-04-21,
355970188,"LETSINGER, ROBERT L.",2015-03-22,
355970188,"GARIMELLA, VISWANADHAM",2013-12-02,
355970188,"NANOSPHERE, INC.",2013-06-19,
356130952,"EXWORKS CAPITAL FUND I, L.P.",2015-04-13,
356170268,"HAWKINS, DANIEL",2015-05-04,
356170268,"ADAMS, DANIEL HAWKINS ON BEHALF OF JOHN",2015-05-04,
356170268,"ALFERNESS, DANIEL HAWKINS ON BEHALF OF CLIF",2015-05-04,
356230001,QIMONDA AG,2014-10-09,
356250883,"STASIO, LISA",2015-04-10,
356250883,"SINGH, DEEP",2015-04-06,
356470857,GEORGIA-PACIFIC CHEMICALS LLC,2015-05-14,
356520203,"YAMASHITA, MICHIO",2015-05-02,
356520203,"HASHIMOTO, MICHIZANE",2015-04-30,
356740985,"FRANCIS, WILLIAM H",2015-05-18,
356740985,"FREEBURY, GREGG E",2015-05-17,
356740985,"HULSE, MICHAEL J",2015-05-18,
356960224,"DAVIDSON, AARON SAMUEL",2007-05-11,
356960224,"LYNCH, SUSAN ROBYN",2007-05-11,
356960224,"ROBINSON, GARY CHRISTOPHER",2007-05-17,
356960224,"LUBKE, STEVEN JOHN",2007-05-31,
356960224,"SMART, GREGORY SCOTT",2007-05-11,
356960224,"KWOK, PHILIP RODNEY",2007-06-04,
356960224,"SCHEINER, RUPERT CHRISTIAN",2007-06-04,
356960236,"GUNARATNAM, MICHAEL KASSIPILLAI",2007-05-16,
356960261,"RAJE, MILIND CHANDRAKANT",2007-06-13,
357000845,QNX SOFTWARE SYSTEMS LIMITED,2015-05-20,
357060622,ACTUANT CORPORATION,2014-11-10,
357150891,ACTUANT CORPORATION,2014-11-10,
357340296,ATWOOD MOBILE PRODUCTS LLC,2014-10-17,
357400156,"FINN, NIALL",2014-10-20,
357400156,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANIZATION,2014-10-24,
357400156,"BUTLER, ANDY R.",2014-11-24,
357400156,TEXTOR TECHNOLOGIES NO. 2 PTY. LTD.,2014-11-24,
357400156,"KIRBY, SCOTT S.C.",2015-05-27,
357400156,"BIGGS, DAVID GLEN",2015-04-16,
357400156,"HAMMOND, ANDREW THOMAS",2015-04-16,
357400156,"JOHNSON, ERIC DONALD",2015-04-16,
357400156,"KRAUTKRAMER, CANDACE DYAN",2015-04-16,
357400156,"WILLIAMS, KENDELL JEAN",2015-04-16,
357400156,"POPP, ROBERT LEE",2015-04-10,
357400156,"ROBERSON, LEILA JOY",2015-04-13,
357400156,"SCHLINZ, DANIEL ROBERT",2015-04-13,
357400156,KIMBERLY-CLARK AUSTRALIA PTY. LTD.,2015-05-27,
357400584,"FINN, NIALL",2014-10-20,
357400584,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANIZATION,2014-10-24,
357400584,"BUTLER, ANDY R",2014-11-24,
357400584,TEXTOR TECHNOLOGIES NO. 2 PTY. LTD.,2014-11-24,
357400584,"KIRBY, SCOTT S.C.",2014-05-27,
357400584,"BIGGS, DAVID GLEN",2015-04-16,
357400584,"HAMMOND, ANDREW THOMAS",2015-04-16,
357400584,"JOHNSON, ERIC DONALD",2015-04-16,
357400584,"WILLIAMS, KENDELL JEAN",2015-04-16,
357400584,"POPP, ROBERT LEE",2015-04-10,
357400584,"SCHLINZ, DANIEL ROBERT",2015-04-13,
357400584,KIMBERLY-CLARK AUSTRALIA PTY. LTD.,2015-05-27,
357510953,"DYCUS, SEAN T.",2003-09-08,
357510953,"KERR, DUANE E.",2003-08-28,
357510953,"PETERSON, DARION",2003-09-08,
357740367,"ZELLER, JAMES ROBERT",2012-08-11,
357740470,ALBANY MOLECULAR RESEARCH INC.,2012-08-14,
357740713,"VENKATRAMAN, SRIPATHY",2012-12-03,
357740713,"BROT, ELISABETH C.A.",2012-12-03,
357740713,"IYER, SUBASHREE",2012-12-03,
357740713,"HALL, MICHAEL",2012-12-04,
357740975,"ZELLER, JAMES ROBERT",2012-11-29,
357750229,ALBANY MOLECULAR RESEARCH INC.,2012-12-11,
357770708,ZEP SOLAR LLC,2015-04-22,
357820813,"LEA, STEPHEN ANTHONY",2015-05-20,
357830055,"TABULA, INC.",2015-04-27,
357860401,"FAZZONE, PAUL",2013-10-30,
357960649,SYMANTEC OPERATING CORPORATION,2015-06-04,
358010593,"DAVIES, JUSTIN",2012-06-19,
358030138,"MIMEDX, INC.",2015-06-04,
358030558,"GROLL, HENNING",2008-03-04,
358030558,"PAULEY, JAMES L.",2008-03-05,
358030558,"MOORE, STEVEN K.",2008-03-05,
358160869,COGENT REAL-TIME SYSTEMS INC.,2015-05-11,
358530677,MITSUBISHI ELECTRIC TELECOM EUROPE,2003-10-21,
358530731,MELCO MOBILE COMMUNICATIONS EUROPE,2006-09-19,
358530955,MITSUBISHI ELECTRIC TELECOM EUROPE,2003-10-21,
358530989,MELCO MOBILE COMMUNICATIONS EUROPE,2006-09-19,
358560470,"ROCHE DIAGNOSTICS OPERATIONS, INC.",2007-06-11,
358570755,NOVO NORDISK FEMCARE AG,2015-05-27,
358660126,"FUIMAONO, KRISTINE",2006-04-21,
358660126,"HAYAM, GAL",2006-03-01,
358660126,"KARMI, YUVAL",2006-03-07,
358660126,"PREISS, ASSAF",2006-03-02,
358830157,"BENNETT, ERIC",2010-10-14,
358830157,"VITUS, ERIN",2010-10-04,
358830157,"VARGAS, MATT",2010-10-11,
358830157,"BOSE, ARANI",2010-11-14,
358830157,"PONS, STEPHEN",2010-11-08,
358830157,"TOMPKINS, BEN",2010-11-04,
358830157,"BARRY, DAVID",2010-11-09,
358860830,"COSCO MANAGEMENT, INC.",2015-03-10,
358940056,"ENGLMAN, ALLON G.",2006-04-19,
358940056,"GOMEZ, BENJAMIN T.",2006-04-21,
358940056,"MASTROPIETRO, MICHAEL W.",2006-04-25,
358940056,"ROSE, BRADLEY A.",2006-04-21,
358960736,"SUTTERLIN, CHESTER E., III",2015-06-12,
359290746,"LETSINGER, ROBERT L.",2015-03-22,
359290746,"LI, ZHI",2015-02-16,
359290746,"MIRKIN, CHAD A.",2013-08-19,
359290887,"NANOSPHERE, INC.",2013-06-19,
359410806,MITSUBISHI ELECTRIC CORPORATION (MITSUBISHI DENKI KABUSHIKI KAISHA),2011-09-06,
359570976,"BIOSEARCH TECHNOLOGIES, INC.",2015-06-29,
359590660,"DOLBY LABORATORIES, INC.",2003-09-05,
359670667,"REILEY, MARK A.",1998-04-14,
359670667,"SCHOLTEN, ARIE",1998-04-13,
359790218,HEWLETT-PACKARD COMPANY,2015-06-30,
359950228,"CONCEPT MATRIX, LLC",2015-06-10,
359990253,"DOLBY LABORATORIES, INC.",2003-09-05,
360020030,"SLAMIN, JOHN",2012-09-20,
360020030,"LANG, PHILIPP",2012-09-26,
360020243,"HERBST, EWA",2009-01-17,
360060168,SHARP KABUSHIKI KAISHA,2015-07-01,
360060851,ATWOOD MOBILE PRODUCTS LLC,2014-10-17,
360080670,"ROCHE DIAGNOSTICS OPERATIONS, INC.",2015-03-02,
360090835,"ROXAR, INC.",2015-06-30,
360190814,"EVEREADY BATTERY COMPANY, INC.",2015-06-01,
360430580,DEMOGRAFX,2003-04-17,
360440341,DEMOGRAFX,2003-04-17,
360520956,"ZONARE MEDICAL SYSTEMS, INC.",2015-06-09,
360540474,"TOM, GLENN",2011-11-11,
360540474,"NELSON, GREG",2011-11-17,
360540474,"LIU, WEI",2011-11-11,
360540474,"KOLAND, AMY",2011-11-14,
360540474,"WARE, DON",2011-11-14,
360540474,"DURHAM, DANIEL J.",2013-01-25,
360540474,"MOMANY, TRACEY M.",2013-01-25,
360540474,"ROUSH, CHANTEL",2013-01-31,
360600174,"ADC TELECOMMUNICATIONS, INC.",2011-09-30,
360870456,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-06-30,
360970211,"MUPPALENENI, NITIN",2015-07-13,
360990919,"STOUT MEDICAL GROUP, L.P.",2015-07-09,
361350494,"PHAGIA TECHNOLOGY, INC.",2008-01-30,
361550200,"GOKHALE, PARAG",2008-09-12,
361550200,"KOTTOMTHARAYIL, RAJIV",2008-09-15,
361550200,"KARANDIKAR, AMEY",2008-09-16,
361550200,"WANG, YU",2008-11-15,
361640074,"SEALOCK, ALLEN",2015-06-25,
361640074,"BARKER, JOEL",2015-06-25,
361640074,"LILES, TERRY",2015-06-25,
361700881,"NT OBJECTIVES, INC.",2015-04-30,
361870870,"ROCCOR, LLC",2015-06-15,
361870914,"ROCCOR, LLC",2015-06-15,
361970667,FEI COMPANY,2015-07-21,
361990642,SYMANTEC OPERATING CORPORATION,2015-07-27,
362050117,SYMANTEC OPERATING CORPORATION,2015-07-27,
362080526,"CUSTOM SPINE, INC.",2015-07-17,
362100756,"SKINMEDICA, INC.",2013-02-01,
362130788,"STEFFGEN, LUDWIG",2015-07-28,
362600570,THE REGENTS OF THE UNIVERSITY OF COLORADO,2015-07-27,
362660957,"SCANDINAVIAN PLASTIC TECHNOLOGY APS (""SPT"")",2013-05-17,
362670001,SP MEDICAL A/S,2013-06-19,
362670068,"FRANTZICH, SOFIA",2013-05-21,
362670068,"UVEBORN, JOHAN",2013-05-29,
362670068,"BRINGSVED, MALIN",2013-05-21,
362670068,"JOHANNISON, ULF",2013-05-29,
362700132,"ANGLESE, KURT J.",2015-07-28,
362700132,"SANDERS, JASON T.",2015-07-28,
362700132,"KINGSLEY, DYLAN R.",2015-08-04,
362700132,"HERTRICH, GREGORY P.",2015-07-28,
362720987,PELAGIC PRESSURE SYSTEMS,2015-05-15,
362740347,"BRAMBILLA, ENRICO",2009-01-13,
362740347,"CARIOLA, MELANIE LUCIA",2009-01-09,
362740347,"CARROLL, FIONA CATHERINE",2009-01-09,
362740347,"FLOWER (FORMERLY DOHERTY), RENEE FRANCES",2009-01-12,
362740347,"GUDIKSEN, JOSHUA ADAM",2009-01-13,
362740347,"HITCHCOCK, ROBIN GARTH",2009-01-09,
362740347,"HOWARD, SCOTT ALEXANDER",2009-01-09,
362740347,"LEE, MURRAY WILLIAM",2009-01-27,
362740347,"MOILER, GRANT",2009-01-09,
362740347,"PEAKE, GREGORY ROBERT",2009-01-09,
362740347,"REID, MICHAEL JOHN",2009-01-16,
362740347,"SELVARAJAN, KARTHIKEYAN",2009-01-27,
362740347,"SKIPPER, CHRISTOPHER SCOTT",2009-01-09,
362740347,"SOLIS, VICTOR EDUARDO",2009-01-09,
362740347,"SPRUELL, MATTHEW DAVID",2009-01-13,
362740347,"VELISS, LEE JAMES",2009-01-09,
362740347,"WELLS, ALICIA KRISTIANNE",2009-01-12,
362740391,"WANG, TERESA",2009-04-06,
362740394,"MEADOWS, DAVID ROBERT",2009-03-26,
362740431,"BURZ, JOHANN SEBASTIAN",2009-11-06,
362740468,MAP MEDIZIN-TECHNOLOGIE GMBH,2009-09-07,
362900589,"TOMPKINS, BEN",2009-08-13,
362900589,"BOSE, ARANI",2009-09-10,
362900589,"HUI, DELILAH",2009-08-13,
362900589,"BARRY, DAVE",2009-08-19,
362900589,"PONS, STEPHEN",2009-08-12,
362900589,"LEYNOV, ALEKSANDER",2009-08-13,
363060650,RESEARCH IN MOTION CORPORATION,2011-01-11,
363060660,RESEARCH IN MOTION UK LIMITED,2011-01-10,
363070373,"NICKOL, JOHANNES",2009-11-06,
363070396,"BIENER, ACHIM",2009-11-06,
363070455,"LANG, BERND CHRISTOPH",2009-11-09,
363190615,"SHARP LABORATORIES OF AMERICA, INC.",2013-07-23,
363190721,SHARP KABUSHIKI KAISHA,2015-07-01,
363220876,"ZONARE MEDICAL SYSTEMS, INC.",2015-08-11,
363240208,"FRANCIS, WILLIAM H.",2015-08-04,
363240217,"ROCCOR, LLC",2015-08-12,
363240249,"FREEBURY, GREGG E.",2015-07-31,
363270024,INDUSTRIES SPECTAL INC.,2015-04-24,
363280122,OPTIMER PHARMACEUTICALS LLC,2015-07-28,
363490652,"BOWEN, ADAM",2015-08-06,
363490652,"XING, CHENYUE",2015-08-03,
363560750,"VESELIC, DUSAN",2004-05-14,
363560750,"SKARINE, ALEXEI",2004-05-14,
363570001,BAXTER HEALTHCARE S.A.,2015-08-11,
363610322,"GUNARATNAM, MICHAEL KASSIPILLAI",2013-12-02,
363610322,"DREW, JOANNE ELIZABETH",2013-11-04,
363610322,"CRUMBLIN, GEOFFREY",2013-12-10,
363610322,"JENKINSON, PHILIP JAMES",2013-12-02,
363610322,"LYNCH, SUSAN ROBYN",2013-12-04,
363620001,BAXTER HEALTHCARE SA,2015-08-11,
363660301,BAXTER INNOVATIONS GMBH,2015-08-11,
363690001,BAXTER INTERNATIONAL INC.,2015-08-11,
363730426,BAXTER INTERNATIONAL INC.,2015-08-11,
363740001,BAXTER INTERNATIONAL INC.,2015-08-11,
363780854,"HARTMAN, RICHARD L",2015-08-20,
363870971,"KUIPER, DICK",2015-08-18,
363880899,"ATMI PACKAGING, INC.",2014-02-20,
363930706,UNANIMOUS A.I. LLC,2015-06-11,
363940054,ERICSSON INC.,2000-04-03,
364070793,BASF CATALYSTS LLC,2010-04-01,
364220637,"ASH ACCESS TECHNOLOGY, INC.",2009-10-20,
364230001,"CASELLA & NEMCIK ENTERPRISES, INC. (FORMALLY KNOWN AS FLORIDA SURGICAL REPAIR, INC.)",2015-08-19,
364240505,"CARDIONET, INC.",2012-12-31,
