,patent_number,patent_title,patent_date,patent_kind,assignee_id
22689,9700474,Sling bar for patient lift slings,2017-07-11,B2,fc0f2d69-1391-47eb-a192-b16f861a7fd8
22690,9757222,Snapback card implant package,2017-09-12,B2,3f5539eb-93cc-40db-b6b8-ed936e6c1d65
22691,9755981,Snooping forwarded packets by a virtual machine,2017-09-05,B2,24959b2e-642a-471d-952f-69c9e042e160
22692,9800620,Softphone over Desktop-as-a-Service (DaaS),2017-10-24,B2,24959b2e-642a-471d-952f-69c9e042e160
22693,9724129,Software for use with deformity correction,2017-08-08,B2,cc7a04ae-0629-4584-a86e-91a56057a471
22694,9778106,Spectrometer with monochromator and order sorting filter,2017-10-03,B2,6e0048f0-6102-46ef-b919-e47393a07dfe
22695,9707096,Spinal fixation device,2017-07-18,B2,98501264-9e5c-4b8e-bb5c-00d55f0d5061
22696,9820779,Spinal stabilization system,2017-11-21,B2,98501264-9e5c-4b8e-bb5c-00d55f0d5061
22697,9771092,Stabilizer wheel assembly and methods of use,2017-09-26,B2,e8ccecec-459e-40b4-8872-5080c7f7c6c8
22698,9794222,Stateful processing for stateless forwarding element,2017-10-17,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22699,9737923,Stock ejector assembly,2017-08-22,B2,6059807d-6051-4114-8807-0a612cb6c3a4
22700,9760393,Storage architecture for virtual machines,2017-09-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22701,9836234,Storage cluster,2017-12-05,B2,66c45e5c-241c-4fc8-acde-08b7839985e0
22702,9800656,Storage management operations based on executable files served on demand to storage management components,2017-10-24,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22703,9817722,Storage policy-based automation of protection for disaster recovery,2017-11-14,B2,24959b2e-642a-471d-952f-69c9e042e160
22704,9773025,Storing a variable number of instances of data objects,2017-09-26,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22705,9804798,Storing checkpoint file in high performance storage device for rapid virtual machine suspend and resume,2017-10-31,B2,24959b2e-642a-471d-952f-69c9e042e160
22706,9771025,Stowable stair carrier with lift assist mechanism,2017-09-26,B1,0ab2f46e-aef6-452e-9a1b-ebfdd937d416
22707,9776082,"Supporting device, charging device and controller system",2017-10-03,B2,9bc0495e-8efe-48a4-a4db-c3863fea260d
22708,9740352,Supporting multiple users on a large scale projected capacitive touchscreen,2017-08-22,B2,2fee6be9-6742-4025-8a92-c00893fffea5
22709,9767599,Surface appearance simulation,2017-09-19,B2,26912e1a-e597-4587-8817-e83b9a5a605e
22710,9750490,Surgical access system and related methods,2017-09-05,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22711,9788822,Surgical access system and related methods,2017-10-17,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22712,9795367,Surgical access system and related methods,2017-10-24,B1,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22713,9795371,Surgical access system and related methods,2017-10-24,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22714,9820729,Surgical access system and related methods,2017-11-21,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22715,9826968,Surgical access system and related methods,2017-11-28,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22716,9833227,Surgical access system and related methods,2017-12-05,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22717,9848861,Surgical access system and related methods,2017-12-26,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22718,9700457,Surgical cassette,2017-07-11,B2,f98db76c-c823-40bf-be3b-804382ae1952
22719,9700299,Suture passer devices and methods,2017-07-11,B2,55a16111-26fe-413f-9a41-1c6305f0c1b6
22720,9701286,Swing-down jack with plurality of detent locks,2017-07-11,B2,0ab2f46e-aef6-452e-9a1b-ebfdd937d416
22721,9713492,Switch assemblies for multi-function surgical instruments and surgical instruments incorporating the same,2017-07-25,B2,e3e16b4a-aba6-4da0-8d41-b012c689b50f
22722,9753816,Synchronization based on filtered browsing,2017-09-05,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22723,9727534,Synchronizing cookie data using a virtualized browser,2017-08-08,B1,ed7b821c-f832-4a71-b190-7db1e78755a3
22724,9734131,Synchronizing history data across a virtualized web browser,2017-08-15,B1,ed7b821c-f832-4a71-b190-7db1e78755a3
22725,9843619,System and method for accessing disk image files using HTML5 KVM\/vmedia client running in a web browser,2017-12-12,B2,cc893287-162a-46e5-b11d-a84aec5fefd4
22726,9830236,System and method for assigning memory reserved for high availability failover to virtual machines,2017-11-28,B2,24959b2e-642a-471d-952f-69c9e042e160
22727,9826762,System and method for bottom coating food products,2017-11-28,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
22728,9852302,System and method for chatting with machines,2017-12-26,B2,24959b2e-642a-471d-952f-69c9e042e160
22729,9841984,System and method for creating virtual disk images for use with remote computer,2017-12-12,B2,cc893287-162a-46e5-b11d-a84aec5fefd4
22730,9710259,System and method for customizing a deployment plan for a multi-tier application in a cloud infrastructure,2017-07-18,B2,24959b2e-642a-471d-952f-69c9e042e160
22731,9727175,System and method for detecting locations of touches on a projected capacitive touch sensor,2017-08-08,B2,2fee6be9-6742-4025-8a92-c00893fffea5
22732,9724008,System and method for distinguishing a cardiac event from noise in an electrocardiogram (ECG) signal,2017-08-08,B2,0b3ea766-665b-4c57-9b87-c7bc729847ae
22733,9807021,System and method for distribution of policy enforcement point,2017-10-31,B2,24959b2e-642a-471d-952f-69c9e042e160
22734,9765395,System and method for DNA sequencing and blood chemistry analysis,2017-09-19,B2,6364d7d3-c3f1-4bd4-905d-32f66b143926
22735,9787633,System and method for dynamically configuring a DHCP server in a virtual network environment,2017-10-10,B2,24959b2e-642a-471d-952f-69c9e042e160
22736,9774667,System and method for dynamically configuring a load balancer in a virtual network environment,2017-09-26,B2,24959b2e-642a-471d-952f-69c9e042e160
22737,9737692,System and method for effecting non-standard fluid line connections,2017-08-22,B2,0ac5f864-1d6b-41da-b8c9-c01966350748
22738,9779240,System and method for hypervisor-based security,2017-10-03,B2,24959b2e-642a-471d-952f-69c9e042e160
22739,9712610,System and method for increasing physical memory page sharing by workloads,2017-07-18,B2,24959b2e-642a-471d-952f-69c9e042e160
22740,9754005,System and method for incrementally backing up out-of-band data,2017-09-05,B2,a34184fa-4dc6-40be-84a3-7b6fce08b15d
22741,9762435,System and method for monitoring and managing data center resources incorporating a common data model repository,2017-09-12,B2,cc893287-162a-46e5-b11d-a84aec5fefd4
22742,9833371,System and method for patient turning and repositioning with simultaneous off-loading of the bony prominences,2017-12-05,B2,f7bfe57d-e733-468f-ab53-d9f48ffd4f71
22743,9769136,System and method for providing proactive VPN establishment,2017-09-19,B2,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
22744,9762675,System and method for secure real-time cloud services,2017-09-12,B2,de60dac3-6bc5-491f-8d3f-6507e967e1f0
22745,9839786,System and method of monitoring for and reporting on patient-made stimulation therapy programming changes,2017-12-12,B2,0204a332-c41a-4611-8c9b-183c5d79450e
22746,9770237,System and method retracting body tissue,2017-09-26,B2,e8ccecec-459e-40b4-8872-5080c7f7c6c8
22747,9855433,System and methods for establishing a communication session between an implantable medical device and an external device,2018-01-02,B2,149218ba-91a5-4abb-881e-0ab89fc92b48
22748,9700228,System and methods for performing neurophysiologic assessments during spine surgery,2017-07-11,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22749,9760493,System and methods of a CPU-efficient cache replacement algorithm,2017-09-12,B1,24959b2e-642a-471d-952f-69c9e042e160
22750,9857332,System for manipulating samples in liquid droplets,2018-01-02,B2,6e0048f0-6102-46ef-b919-e47393a07dfe
22751,9779560,System for multi-axis displacement measurement of surfaces on a moving vehicle,2017-10-03,B1,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
22752,9763118,"System, method and apparatus for metering configuration in a wireless sensor network",2017-09-12,B1,9a922ea0-1198-4c79-8c81-a3e042b351ff
22753,9762979,"System, method and apparatus for operating mode configuration in a wireless sensor network",2017-09-12,B1,9a922ea0-1198-4c79-8c81-a3e042b351ff
22754,9756511,"System, method and apparatus for wireless sensor network configuration",2017-09-05,B1,9a922ea0-1198-4c79-8c81-a3e042b351ff
22755,9776006,Systems and methods for adjusting electrical therapy based on impedance changes,2017-10-03,B2,e67a525f-05aa-49b5-b801-9c4e34cc1c7c
22756,9813390,Systems and methods for controlling email access,2017-11-07,B2,b7ffc429-b133-473a-8f8d-30d92e09a3ad
22757,9853928,Systems and methods for controlling email access,2017-12-26,B2,b7ffc429-b133-473a-8f8d-30d92e09a3ad
22758,9775627,Systems and methods for creating curved paths through bone and modulating nerves within the bone,2017-10-03,B2,e27069c3-553d-43bc-8a41-ccb40b275e3a
22759,9814884,Systems and methods for detecting faults and\/or adjusting electrical therapy based on impedance changes,2017-11-14,B2,e67a525f-05aa-49b5-b801-9c4e34cc1c7c
22760,9830184,Systems and methods for determining desktop readiness using interactive measures,2017-11-28,B2,24959b2e-642a-471d-952f-69c9e042e160
22761,9757166,Systems and methods for holding and implanting bone anchors,2017-09-12,B1,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22762,9700208,Systems and methods for hybrid radio communication for medical telemetry,2017-07-11,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
22763,9740723,Systems and methods for management of virtualization data,2017-08-22,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22764,9705965,Systems and methods for PaaS level app motion,2017-07-11,B2,24959b2e-642a-471d-952f-69c9e042e160
22765,9740764,Systems and methods for probabilistic data classification,2017-08-22,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22766,9724045,Systems and methods for replacing signal artifacts in a glucose sensor data stream,2017-08-08,B1,fe9ac0bd-92de-4d63-a16a-dea9de5a73e6
22767,9750460,Systems and methods for replacing signal artifacts in a glucose sensor data stream,2017-09-05,B2,fe9ac0bd-92de-4d63-a16a-dea9de5a73e6
22768,9727621,Systems and methods for servicing database events,2017-08-08,B2,abae3bd4-93af-46d1-b972-0022153dd11f
22769,9744053,Systems and methods for spinal fusion,2017-08-29,B2,4a7e53d6-a85e-47e0-960f-0272d09ddb36
22770,9731133,Systems and methods for systematically testing a plurality of therapy programs in patient therapy devices,2017-08-15,B1,e67a525f-05aa-49b5-b801-9c4e34cc1c7c
22771,9841931,Systems and methods of disk storage allocation for virtual machines,2017-12-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22772,9740702,Systems and methods to identify unprotected virtual machines,2017-08-22,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22773,9827649,Systems for abrasive jet piercing and associated methods,2017-11-28,B2,d8fe42e2-a9c2-4f0f-90bc-c9857c23c052
22774,9715792,"Systems, apparatuses and methods for awarding gaming payouts",2017-07-25,B2,
22775,9720787,Table level database restore in a data storage system,2017-08-01,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22776,9766987,Table level database restore in a data storage system,2017-09-19,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22777,9846620,Table level database restore in a data storage system,2017-12-19,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22778,9778847,Techniques for surfacing host-side storage capacity to virtual machines when performing VM suspend or snapshot operations,2017-10-03,B2,24959b2e-642a-471d-952f-69c9e042e160
22779,9730044,Telecommunications data usage management,2017-08-08,B2,b7ffc429-b133-473a-8f8d-30d92e09a3ad
22780,9763694,Telescopic strut for an external fixator,2017-09-19,B2,cc7a04ae-0629-4584-a86e-91a56057a471
22781,9732062,Therapeutically active compounds and their methods of use,2017-08-15,B2,1690d25d-5326-4067-be08-5dbc2381e7de
22782,9738625,Therapeutically active compounds and their methods of use,2017-08-22,B2,1690d25d-5326-4067-be08-5dbc2381e7de
22783,9799814,Thermal ground planes and light-emitting diodes,2017-10-24,B2,9d471455-cf70-416a-9a0d-e65e3e0d2872
22784,9703949,Time-based configuration profile toggling,2017-07-11,B2,b7ffc429-b133-473a-8f8d-30d92e09a3ad
22785,9731566,Tire changer with actuated load roller,2017-08-15,B1,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
22786,9727491,Token-based encryption determination process,2017-08-08,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22787,9720849,Token-based encryption rule generation process,2017-08-01,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22788,9860151,Tracing network packets through logical and physical networks,2018-01-02,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22789,9727439,Tracking application deployment errors via cloud logs,2017-08-08,B2,24959b2e-642a-471d-952f-69c9e042e160
22790,9843540,Traffic and load aware dynamic queue management,2017-12-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22791,9772986,Transforming HTML forms into mobile native forms,2017-09-26,B2,24959b2e-642a-471d-952f-69c9e042e160
22792,9786081,Transitioning between visual representations,2017-10-10,B1,6273ba03-a5c0-4668-ae14-bacddf14ab94
22793,9839449,Translational plate and compressor instrument,2017-12-12,B2,98501264-9e5c-4b8e-bb5c-00d55f0d5061
22794,9830271,Transparent virtualization of cloud storage,2017-11-28,B2,24959b2e-642a-471d-952f-69c9e042e160
22795,9827021,Transverse connector,2017-11-28,B2,98501264-9e5c-4b8e-bb5c-00d55f0d5061
22796,9784518,Trigger mechanism with momentary automatic safety,2017-10-10,B2,27e1eeae-e9da-40f7-a56d-6f4f96bcf0d9
22797,9791233,Trigger mechanism with momentary automatic safety,2017-10-17,B2,27e1eeae-e9da-40f7-a56d-6f4f96bcf0d9
22798,9818185,Ultrasonic imaging method and apparatus,2017-11-14,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
22799,9842118,Updating a file using differences and file format therefor,2017-12-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22800,9823979,Updating a list of data storage requests if an abbreviated resource check determines that a request in the list would fail if attempted,2017-11-21,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22801,9729512,Use of stateless marking to speed up stateful firewall rule processing,2017-08-08,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22802,9805094,User interface displaying filtered information,2017-10-31,B2,06658e26-fb78-4f34-8371-adec5291dcfc
22803,9823978,User-level quota management of data objects stored in information management systems,2017-11-21,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22804,9760443,Using a recovery snapshot during live migration,2017-09-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22805,9766930,Using active\/passive asynchronous replicated storage for live migration,2017-09-19,B2,24959b2e-642a-471d-952f-69c9e042e160
22806,9832112,Using different TCP\/IP stacks for different hypervisor services,2017-11-28,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22807,9729679,Using different TCP\/IP stacks for different tenants on a multi-tenant host,2017-08-08,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22808,9742666,Using headerspace analysis to identify classes of packets,2017-08-22,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22809,9755963,Using headerspace analysis to identify flow entry reachability,2017-09-05,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22810,9740408,Using information specifying an organization of a data structure associated with a storage device,2017-08-22,B1,66c45e5c-241c-4fc8-acde-08b7839985e0
22811,9843476,Using transactions to minimize churn in a distributed network control system,2017-12-12,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22812,9779268,Utilizing a non-repeating identifier to encrypt data,2017-10-03,B1,66c45e5c-241c-4fc8-acde-08b7839985e0
22813,9811551,Utilizing multiple fingerprint tables in a deduplicating storage system,2017-11-07,B1,66c45e5c-241c-4fc8-acde-08b7839985e0
22814,9711986,Vacuum cleaner and a battery pack therefor,2017-07-18,B2,6912b3ab-c551-45a2-9930-cfed3e855c04
22815,9700331,Vascular and bodily duct treatment devices and methods,2017-07-11,B2,6b942094-f7ba-4dd5-8c6a-d71d45e9da3c
22816,9770076,Versatile jewelry,2017-09-26,B2,ae74149c-b72a-443b-bf2c-4c6a04faa535
22817,9743095,Video compression encoder,2017-08-22,B2,80036ab9-99b7-45a2-9e3d-265347cb2c60
22818,9768980,Virtual distributed bridging,2017-09-19,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22819,9727355,Virtual Hadoop manager,2017-08-08,B2,24959b2e-642a-471d-952f-69c9e042e160
22820,9823977,Virtual machine change block tracking,2017-11-21,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22821,9851906,Virtual machine data placement in a virtualized computing environment,2017-12-26,B2,24959b2e-642a-471d-952f-69c9e042e160
22822,9817734,Virtual machine recovery on non-shared storage in a single virtual infrastructure management instance,2017-11-14,B2,24959b2e-642a-471d-952f-69c9e042e160
22823,9756118,Virtual performance monitoring decoupled from hardware performance-monitoring units,2017-09-05,B2,24959b2e-642a-471d-952f-69c9e042e160
22824,9766945,Virtual resource scheduling for containers with migration,2017-09-19,B2,8778e911-1397-4937-a8e7-bf4443a383cb
22825,9703584,Virtual server agent load balancing,2017-07-11,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22826,9785610,Visual display of vehicle wheel assembly for vehicle wheel service system,2017-10-10,B1,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
22827,9846634,Visual graphical user interface verification,2017-12-19,B2,24959b2e-642a-471d-952f-69c9e042e160
22828,9841321,Visual indicator of scan workflow,2017-12-12,B2,6edce47b-5039-4f62-8d16-257773695522
22829,9704278,Visualization device for displaying a rendered virtual object,2017-07-11,B2,7e389163-2ad2-4747-8644-70ef3850a751
22830,9775742,Vitrectomy surgical apparatus employing multisensor pressure feedback,2017-10-03,B2,f98db76c-c823-40bf-be3b-804382ae1952
22831,9703652,VM and host management function availability during management network failure in host computing systems in a failover cluster,2017-07-11,B2,24959b2e-642a-471d-952f-69c9e042e160
22832,9836276,Voice command processing method and electronic device utilizing the same,2017-12-05,B2,c7fa902d-795b-406d-b7d9-c5803ee39535
22833,9844691,Wall mounted exercise rack system,2017-12-19,B2,3fed4d74-6216-4b92-8d34-f83453effa25
22834,9729953,Wearable earbuds having a reduced tip dimension,2017-08-08,B2,d8435b5d-9173-4b90-b331-c84cb0c482b3
22835,9737262,Wearable medical monitoring device,2017-08-22,B2,0b3ea766-665b-4c57-9b87-c7bc729847ae
22836,9795300,Wearable portable patient monitor,2017-10-24,B2,4eb39673-7f59-4c45-bf6c-2275dccf9048
22837,9753833,Workload selection and cache capacity planning for a virtual storage area network,2017-09-05,B2,24959b2e-642a-471d-952f-69c9e042e160
22838,9760479,Writing data in a storage system that includes a first type of storage device and a second type of storage device,2017-09-12,B2,66c45e5c-241c-4fc8-acde-08b7839985e0
22839,9854818,Yogurt whey and method,2018-01-02,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
22840,9813827,Zone configuration based on playback selections,2017-11-07,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22841,9934238,Accessing a file system using tiered deduplication,2018-04-03,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22842,9895606,Accessory device,2018-02-20,B1,9bc0495e-8efe-48a4-a4db-c3863fea260d
22843,9955937,Acoustic patient sensor coupler,2018-05-01,B2,4eb39673-7f59-4c45-bf6c-2275dccf9048
22844,9966847,Adaptive fail-save power-on control circuit,2018-05-08,B2,5de2d3d0-b2f6-4188-96a7-c2bd9321610d
22845,10011079,Additive fabrication support structures,2018-07-03,B2,ca5bb107-257b-4941-956b-f7c9e73773f8
22846,9893988,Address resolution using multiple designated instances of a logical router,2018-02-13,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22847,9943086,Aerated confections containing nonhydrated starch and methods of preparation,2018-04-17,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
22848,9931066,"Analyte sensor devices, connections, and methods",2018-04-03,B2,9b175d75-45fa-4153-87b5-ed4886188444
22849,9968302,Analyte signal processing device and methods,2018-05-15,B2,9b175d75-45fa-4153-87b5-ed4886188444
22850,9952891,Anomalous usage of resources by a process in a software defined data center,2018-04-24,B2,24959b2e-642a-471d-952f-69c9e042e160
22851,9916446,Anonymized application scanning for mobile devices,2018-03-13,B2,b7ffc429-b133-473a-8f8d-30d92e09a3ad
22852,9871285,Antenna configurations for wireless speakers,2018-01-16,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22853,9917364,Antenna selection,2018-03-13,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22854,9960488,Antenna selection,2018-05-01,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22855,9913467,Anti-infective protector,2018-03-13,B2,592acb5d-0625-430b-8b13-81ec3b666e39
22856,10046919,Apparatus and method for separating food product from conveyor belt,2018-08-14,B1,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
22857,9878853,Apparatus and methods for dispensing pre-filled containers with precisely-applied patient-specific information,2018-01-30,B2,3438362b-268b-4ed1-8da9-93148585b850
22858,9861544,"Apparatus and system for boosting, transferring, turning and positioning a patient",2018-01-09,B2,3c41c19e-270f-453d-a7f8-e9ab4d8a735b
22859,9980171,Apparatus for cooperating with a mobile device,2018-05-22,B2,19d9d4f4-ef5c-42db-bd72-e87181b374af
22860,9892022,Apparatus for minimally intrusive debugging of production user interface software,2018-02-13,B2,24959b2e-642a-471d-952f-69c9e042e160
22861,9983871,Application benchmarking,2018-05-29,B1,24959b2e-642a-471d-952f-69c9e042e160
22862,9998467,Application publishing using memory state sharing,2018-06-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22863,9971784,Application-aware and remote single instance data management,2018-05-15,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22864,9992289,Application-specific data in-flight (DIF) services along a communication path selected based on a DIF services policy associated with a VM,2018-06-05,B2,24959b2e-642a-471d-952f-69c9e042e160
22865,9978344,Application\/window aware image caching system,2018-05-22,B2,24959b2e-642a-471d-952f-69c9e042e160
22866,9877761,Applicator with conformable tip,2018-01-30,B2,a401d7f8-99ee-451f-89b5-a85b4373d15e
22867,9965316,Archiving virtual machines in a data storage system,2018-05-08,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22868,9880837,Artifact manager for release automation,2018-01-30,B2,24959b2e-642a-471d-952f-69c9e042e160
22869,9977769,Assessment item generator,2018-05-22,B2,178b4b53-6567-450c-8932-128edfdcec0a
22870,9906562,Associating service tags with remote data message flows based on remote device management attributes,2018-02-27,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22871,10052125,Atherectomy catheter with laterally-displaceable tip,2018-08-21,B2,e01abb4b-5c13-4ece-837d-fff90bc9a8a8
22872,9906886,Audio filters based on configuration,2018-02-27,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22873,9891881,Audio processing algorithm database,2018-02-13,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22874,9898328,Auto-adaptive virtual desktop persistence,2018-02-20,B2,24959b2e-642a-471d-952f-69c9e042e160
22875,9959197,Automated bug detection with virtual machine forking,2018-05-01,B2,24959b2e-642a-471d-952f-69c9e042e160
22876,10006075,Automated loading mechanism for microbial detection apparatus,2018-06-26,B2,4d0349a2-a0fa-4e5c-953f-f0e6ae3fb2c7
22877,9996444,Automated methods and systems for calculating hard thresholds,2018-06-12,B2,24959b2e-642a-471d-952f-69c9e042e160
22878,10006074,Automated microbial detection apparatus,2018-06-26,B2,4d0349a2-a0fa-4e5c-953f-f0e6ae3fb2c7
22879,9952892,Automated network configuration of virtual machines in a virtual lab environment,2018-04-24,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22880,10001898,Automated provisioning of relational information for a summary data visualization,2018-06-19,B1,6273ba03-a5c0-4668-ae14-bacddf14ab94
22881,9898280,Automatic code review and code reviewer recommendation,2018-02-20,B2,24959b2e-642a-471d-952f-69c9e042e160
22882,9965308,Automatic creation of affinity-type rules for resources in distributed computer systems,2018-05-08,B2,24959b2e-642a-471d-952f-69c9e042e160
22883,10009218,Automatic setup of failure detection sessions,2018-06-26,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22884,9946637,Automatic updating of graphical user interface element locators based on dimension comparison,2018-04-17,B2,24959b2e-642a-471d-952f-69c9e042e160
22885,9959170,Automatically reconfiguring a storage memory topology,2018-05-01,B2,66c45e5c-241c-4fc8-acde-08b7839985e0
22886,9959275,Backup and restoration for a deduplicated file system,2018-05-01,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
22887,9926134,Biasing cradle for refuse vehicle,2018-03-27,B2,61fc5329-dbb5-4cb8-b1e8-e81f6267102a
22888,9861389,Bilateral contoured rod and methods of use,2018-01-09,B2,98501264-9e5c-4b8e-bb5c-00d55f0d5061
22889,9897629,"Bioelectric signal detecting circuits, lead wire detecting circuits and medical devices",2018-02-20,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
22890,9937016,Breast biopsy lateral arm system,2018-04-10,B2,b51aaef3-3f8c-451c-a3fb-0da8f3686bfd
22891,9910686,Bridging between network segments with a logical router,2018-03-06,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22892,9995545,Buffer and spring assembly for a firearm,2018-06-12,B2,27e1eeae-e9da-40f7-a56d-6f4f96bcf0d9
22893,9965307,Building virtual appliances,2018-05-08,B2,24959b2e-642a-471d-952f-69c9e042e160
22894,10033730,Cached credentials for offline domain join and login without local access to the domain controller,2018-07-24,B2,24959b2e-642a-471d-952f-69c9e042e160
22895,10007543,Caching graphics operation outputs,2018-06-26,B2,24959b2e-642a-471d-952f-69c9e042e160
22896,9985896,Caching of service decisions,2018-05-29,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22897,9961463,Calibration indicator,2018-05-01,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22898,10003899,Calibration with particular locations,2018-06-19,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22899,10007560,Capacity and load analysis using storage attributes,2018-06-26,B2,24959b2e-642a-471d-952f-69c9e042e160
22900,10001476,"Capture ligand controls, blocking probes, masking probes and methods of using the same",2018-06-19,B2,eb383771-0cb8-4a0f-8bfe-3675cafea027
22901,9971869,Caregiver rounding communication system,2018-05-15,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
22902,10058130,Cartridge for use with a vaporizer device,2018-08-28,B2,ab808a10-be15-42f1-92f1-4dce7dd799bf
22903,9874260,Case with integrated stand activated by pressure,2018-01-23,B2,cc1e95c5-cd7d-4fff-94f8-78d11dd5a359
22904,9877865,Cassette capture mechanism,2018-01-30,B2,f98db76c-c823-40bf-be3b-804382ae1952
22905,9918734,Catheter system and method for boring through blocked vascular passages,2018-03-20,B2,e01abb4b-5c13-4ece-837d-fff90bc9a8a8
22906,10004254,Cereal-based product with improved eating quality fortified with dietary fiber and\/or calcium,2018-06-26,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
22907,10027491,Certificate distribution using derived credentials,2018-07-17,B2,b7ffc429-b133-473a-8f8d-30d92e09a3ad
22908,9954793,Chassis controller,2018-04-24,B2,47aaaa04-d74d-4213-bae4-c2b4544637d4
22909,9879135,Chemical treatment apparatus for diluting and activating polymers and methods thereof,2018-01-30,B2,2e817868-e565-49d0-8052-16d26591bbf1
22910,10046676,Child restraint with energy management system,2018-08-14,B2,64c5f753-1d38-4fd4-80d7-96d58222278a
22911,9895618,Children's entertainment device with water slide,2018-02-20,B1,2026f49b-75f8-48f9-9fb6-092dc0da21d8
22912,9971658,Client deployment with disaster recovery considerations,2018-05-15,B2,24959b2e-642a-471d-952f-69c9e042e160
22913,9916170,Cloud computing simulator,2018-03-13,B2,24959b2e-642a-471d-952f-69c9e042e160
22914,9942215,Cloud queue synchronization protocol,2018-04-10,B2,a485ea4f-21d2-4772-a946-2a2253370e08
22915,9959147,Cluster configuration through host ranking,2018-05-01,B2,24959b2e-642a-471d-952f-69c9e042e160
22916,9891954,Cluster resource management in a virtualized computing environment,2018-02-13,B2,24959b2e-642a-471d-952f-69c9e042e160
