assignee_id,assignee_organization,assignee_type,assignee_lastknown_country,assignee_total_num_patents,assignee_total_num_inventors,nb_marked_patents,proportion_marked_patents
6edce47b-5039-4f62-8d16-257773695522,Thermo Scientific Portable Analytical Instruments Inc.,2,US,48,52,19,0.396
6f389cc8-a70f-4f9d-9212-48095ea9f295,"Magellan Biosciences Point-of-Care, Inc.",2,US,1,1,1,1.0
73548df9-710f-40a8-9d02-5206722103cf,Researh In Motion Limited,3,CA,1,2,1,1.0
761d3882-9f28-4f35-8dba-703a556c5abb,Polyoil Limited,3,GB,3,3,3,1.0
781f779b-cfc4-4336-8b68-f182abf6f398,"CAREFUSION 207, INC.",2,US,76,42,1,0.013
787b949e-347b-418d-aae3-83309c4c7b13,Optimedica Corporation,2,US,114,54,55,0.482
79546a2c-1fb5-4555-be16-6460741cc4b2,"Sensus Spectrum, LLC",2,US,36,54,6,0.167
7bbb443c-43e0-45c0-9b0f-1de414f7d3ba,EDH (US) LLC,2,US,3,7,1,0.333
7c64c31f-b101-4507-9297-08be31a5301d,RMSPUMPTOOLS LTD,3,GB,10,9,1,0.1
7f16a4ec-ebec-47c5-87b0-e9ca340c63e0,Masino Corporation,2,US,2,4,1,0.5
811dc773-d771-4a34-a9b8-ff33db4e30c5,"SHFL ENTERTAINMENT, INC.",2,US,40,46,12,0.3
89180717-54a7-4162-af72-6e09a04d67e5,PULSSAR TECHNOLOGIES,3,FR,4,2,3,0.75
891ff970-2905-4796-90ac-d80d9dc811b4,Super Dimension Ltd.,3,IL,23,15,1,0.043
8ae951fe-5527-4502-8102-8d628f244dd8,"InBios International, Inc.",2,US,6,9,2,0.333
8dc3a55c-664c-48bd-89d6-932547df7220,"Micell Technologies, Inc.",2,US,102,44,6,0.059
8f1b385b-0b91-48c8-9419-a33668d25dc2,Hamilton Beach Boards Inc,2,US,1,2,1,1.0
8f68f567-d6e2-4bda-80c2-23c721ff5f9e,"Molecular Devices, LLC",2,US,145,162,2,0.014
905e3f77-86f7-4b0e-9508-fa729a93ff66,MSD OSS B.V.,3,NL,17,57,1,0.059
91f20c15-5124-4e7c-9e9c-a338d34e42c1,Dolby International AB,3,NL,568,233,62,0.109
925b1775-6e3a-483f-8e50-d56db2379bb0,JHRG Inc.,2,US,11,7,1,0.091
932f57dc-b704-4cef-85a2-9bb238866c8f,"Flair Interiors, Inc.",2,US,5,4,2,0.4
94bbbec4-1137-4f7f-9e46-d2a4461d8c14,"Children Oral Care, LLC",2,US,20,8,4,0.2
959bcc29-1455-4b86-b135-5e293e0815b0,"ONYX Pharmaceuticals, Inc.",2,US,62,77,1,0.016
9bae6144-c4ac-43c4-9867-c4fde709d42d,"VIZIBILITY, INC.",2,US,7,1,1,0.143
9e900352-3daa-49dc-af2c-45c39e800a7a,Fundacio Barcelona Media Universitat Pompeu Fabra,3,ES,1,1,1,1.0
a0761c1c-6046-4a43-a71a-481b6f825984,Laboratoire Francais du Fractionnement et des Biotechnologies,3,FR,77,83,7,0.091
a34184fa-4dc6-40be-84a3-7b6fce08b15d,"Actifio, Inc.",2,US,46,42,26,0.565
a3f94107-bffc-44d4-8be9-f1706d567a99,Biedermann Technologies GmbH & Co. KG,3,DE,270,41,3,0.011
a9bcb7b6-d629-414c-9a65-9253cf1a631a,EcoTensil Inc.,2,US,7,2,2,0.286
af5af034-12f6-4d98-acf0-9154c50ba499,APTALIS PHARMA S.R.L.,3,IE,13,19,5,0.385
aff00f7d-1603-4c53-9059-41e8e51122a6,Progess Software Corporation,2,US,1,1,1,1.0
b39f8b1a-26c3-4fa3-8823-98893afcb2b4,NOVO NORDISK HEALTHCARE AG,3,CH,54,80,5,0.093
b7619e8f-1f95-4d00-aecd-93de1d6a6703,Panaltyical B.V.,3,NL,1,2,1,1.0
ba6edeb3-2616-415a-aaba-2d6aec914104,"Biosphere Medical, Inc.",2,US,51,28,6,0.118
bd05e0bb-5e42-471f-9353-e541a0b7d644,"Interactive Memories, Inc.",2,US,49,22,31,0.633
bd835f4e-d88d-4df5-8af3-ef7761394082,VIDEOJET TECHNOLOGIES INC.,2,US,174,138,5,0.029
c0ff8a40-fbf1-40b6-8700-33e78131e305,BioPorto Diagnostics A\/S,3,DK,1,2,1,1.0
c1f2111a-cb8d-4791-8a63-31354363b7f8,Aptalis Pharma Canada Inc.,3,CA,3,7,2,0.667
c352a14d-ce70-4361-b4a5-a79c08361bee,BP (China) Holdings Limited,3,CN,9,7,3,0.333
c5e39c74-8987-4985-8b5f-ef47c804b5d7,USABLENET INC.,2,US,26,5,19,0.731
c5ec0459-075d-4667-bdb9-32e2e2a978a7,PRESBY PATENT TRUST,2,US,8,1,7,0.875
c968c4b5-2ae1-483c-a8c1-20f9e075643e,"Green Hille Software, Inc.",2,US,1,7,1,1.0
c96fcbba-1af2-48f5-8819-a3cd336137f5,"Research In Motion RF, Inc.",2,US,17,29,14,0.824
caf8c0b2-2f62-43e2-acb0-f674e7f5b5b9,RAB Lighting Inc.,2,US,138,25,10,0.072
cbab3dd4-834d-4dab-ac94-8a61e0215074,Interventco LLC,2,US,6,1,5,0.833
cc43d865-4358-4506-9a03-7bbebcd77df6,"MiMedx Group, Inc.",2,US,88,32,55,0.625
ccf839d7-3041-4b7a-b8b5-73a57dcafcef,"Pacira Pharmaceuticals, Inc.",2,US,22,21,1,0.045
d1b61e2d-0851-44fa-b063-938f4112f549,"OSI Optoelectronics, Inc.",2,US,26,11,1,0.038
d5cb0a68-662c-4531-a9ea-87ce19937b27,"RESEARCH CORPORATION TECHNOLOGIES, INC.",2,US,362,406,1,0.003
d6b22e1e-630a-4191-9b96-e4fa5b9351e2,"Vitra Systems, Inc.",2,US,5,4,1,0.2
d73370a9-a07f-4199-adf4-a36f4c937eed,"Urban Airship, Inc.",2,US,29,20,9,0.31
d7453db9-1075-417e-adc6-797508d17b41,Dyston Technology Limited,3,GB,1,3,1,1.0
dc3bf198-bbf0-4482-8934-c20ab96ebd4c,"INVISIBLE SENTINEL, INC.",2,US,13,5,7,0.538
dfd74af2-1fb0-47cb-bc28-85aec35451a4,Ruyan Investment (Holdings) Limited,3,VG,6,2,4,0.667
e27069c3-553d-43bc-8a41-ccb40b275e3a,"Relievant Medsystems, Inc.",2,US,38,12,16,0.421
e64cd840-5106-4278-99f9-198acb9b58dd,Integraph Software Technologies Company,2,US,1,1,1,1.0
e67a525f-05aa-49b5-b801-9c4e34cc1c7c,Nevro Corp.,2,US,138,24,123,0.891
e86b04d6-3cbf-4af9-b51e-6fb68fdd185e,Scott M. W. Haufe,2,US,1,1,1,1.0
e8769762-2878-4f59-bb17-ea289b14eaa3,Credit Suisse Securities (USA) LLC,2,US,21,35,1,0.048
ecf71537-f5ae-4438-80ba-c5e4db8e8987,"SHFL entertaiment, Inc.",2,US,3,7,1,0.333
f1ff6ea8-026f-4d6f-bd47-da7d96190522,Great Lakes NeuroTechnologies Inc.,2,US,29,7,10,0.345
f2cbaea0-d68c-4c38-81a2-ef98304ad112,"Lumen Biomedical, Inc.",2,US,12,8,2,0.167
f641331c-81f2-4e24-89d0-a91cabe65fb5,"KCI Licensing, Inc.",2,US,819,265,4,0.005
f751bfdc-df46-47e8-8e0e-219afebc123f,"Endure Medical, Inc.",2,US,8,12,5,0.625
f7bfe57d-e733-468f-ab53-d9f48ffd4f71,Mölnlycke Health Care AB,3,SE,282,256,11,0.039
fb458c80-8cfe-4ac4-b129-26f50b93ca6c,"Penumbra, Inc.",2,US,21,26,8,0.381
fd66eda1-ca1d-4270-a230-4ea3eabcd514,"Brock USA, LLC",2,US,33,11,1,0.03
04a30ca1-cb58-4530-b24a-3322b1f67a43,"Providence Medical Technology, Inc.",2,US,48,22,14,0.292
07dd3b47-2884-48c8-be0d-3609200ff4b7,Merck Canada Inc.,3,CA,40,184,1,0.025
0cd56f60-6ffd-4e98-952c-1132f12444cb,Creative Audio Pty. Ltd.,3,AU,1,6,1,1.0
0d64401c-8e21-4219-82a5-5a84c5ef1f68,"Stout Medical Group, L.P.",2,US,36,21,1,0.028
0e5af32a-dac0-4e31-9da2-a091b5498cae,"Spectro, Inc.",2,US,8,14,2,0.25
1313d903-7460-44c3-adc8-f6da87377de6,"Ceptaris Therapeutics, Inc.",2,US,4,7,3,0.75
1378b3cc-7bd1-47d6-8140-cd0b0351938b,Infinidat Ltd.,3,IL,91,42,15,0.165
1b2d67d2-f1f9-4c29-8cd1-a5e75ba27be7,"iRhythm Technologies, Inc.",2,US,17,13,10,0.588
1e54ec3e-a84e-44c8-adce-21c5fbb56308,"TerraRecon, Inc.",2,US,1,5,1,1.0
219a150a-dfb1-4972-864f-2ede10fd64ef,Spineology Inc.,2,US,40,32,1,0.025
22e03f3c-d261-4333-af39-ea5b0127736f,,4,US,5,1,3,0.6
24801638-1c61-4d44-bc2e-9f93117db4cc,"Osmetch Technology, Inc.",2,US,2,3,1,0.5
24b1182f-99f2-41f2-8cf3-ac9c87db542a,PROGRESS MFG. INC.,2,US,36,15,1,0.028
2af753f5-5189-44b3-9dbf-09e2d3d33ead,"Vizient, L.L.C.",2,US,2,2,1,0.5
2b11b177-f1f0-457b-a4ce-93d102f28c75,KAO USA INC.,2,US,19,29,3,0.158
2f9d0a03-7ebf-4dcb-a62c-958aa2900971,"Bio2 Medical, Inc.",2,US,38,16,6,0.158
302d59b5-6fa8-4f78-b353-206cd98868f4,"Shoals Technologies Group, LLC",2,,15,4,5,0.333
382fa6ef-d783-409a-9d68-cf5a3ec561d7,APTAR RADOLFZELL GMBH,3,DE,68,40,3,0.044
3c49e9b1-06c7-4fb1-82a1-8d1bb5f15eec,VOXX INTERNATIONAL CORPORATION,2,US,99,55,21,0.212
41783a38-a5a5-4f2b-8c4d-925d2bb63a2d,"Zefon International, Inc.",2,US,7,4,1,0.143
42552b9d-290f-422a-ad14-5a85956fa451,"Niagara Bottling, LLC",2,US,33,24,4,0.121
4553d951-cb0a-4ea4-95e1-0010d801f55c,Orad Hi-Tec Systems Ltd.,3,IL,9,12,1,0.111
46759307-e0dc-4132-a8dd-6506c0260f03,"Pivot Solutions, Inc.",2,US,65,50,1,0.015
470c2453-2d85-48de-bbc2-e27f05d25e27,"Advanced Technology Mateials, Inc.",2,US,1,5,1,1.0
4967ab34-82bc-474d-ade0-ef0ee4e69898,"Mad Catz, Inc",2,US,11,10,1,0.091
49fdb4b4-54c5-4f22-adcd-7250dba80aca,"Caldwell Manufacturing Company North America, LLC",2,US,104,60,3,0.029
4a9179da-c694-4a19-b994-5bb2abccb17f,THERMTECH HOLDINGS AS,3,NO,6,10,2,0.333
4b0f41c1-6be8-492c-84a7-f3ab7f0ac17f,Andrew Wireless Systems GmbH,3,DE,86,52,7,0.081
4b874c83-4399-4dbb-af9c-83d5ab0c5367,"Sergeant's Pet Care Products, LLC",2,US,47,30,7,0.149
4c8e158f-bf16-4aa8-b604-c85383037f86,BlackBerry Limited,3,CA,5285,2472,105,0.02
4d07cbdc-48e5-42fc-a6da-8eb8ecd9fbea,"BioFire Diagnostics, LLC",2,US,17,26,7,0.412
4f0f5be3-3e03-47b6-9309-d9be68facb8c,AICURIS GMBH & CO. KG,3,DE,49,137,1,0.02
53894a8e-1711-4b34-af40-8925a4a1a6e1,EPT Innovation,3,FR,1,6,1,1.0
55a16111-26fe-413f-9a41-1c6305f0c1b6,"Ceterix Orthopaedics, Inc.",2,US,35,22,11,0.314
56b290e5-cc3e-46bc-9004-00b5a22c020b,"Amendia, Inc.",2,US,83,79,11,0.133
5747f29a-4a58-423c-9b6f-f281ead362f9,"ELECTROCORE, INC",2,US,109,21,24,0.22
57691341-ec61-4f38-8d5f-a660d3b43d07,"Avid Technology, Inic.",2,US,1,1,1,1.0
58c61214-7c58-4b8e-ac5f-ae1ad20baf3c,"Netronome Systems, Inc.",2,US,171,59,44,0.257
59cfae0a-b3c6-4448-a85c-5c3c96a48818,Avid Technology Canada Corp.,3,CA,2,2,2,1.0
5b70ed56-6b06-4b1e-91c5-6a62bd5d6287,"Radial Assist, LLC",2,US,1,2,1,1.0
5bb4a003-386a-4c2c-8ed5-cdfbfd922ba2,TUFIN SOFTWARE TECHNOLOGIES LTD.,3,IL,13,9,13,1.0
5c3f9deb-85f4-4a62-b7a2-288d999c6df3,"DEPUY SYNTHES PRODUCTS, INC.",2,US,1866,1388,1,0.001
5d1b5850-4d25-4345-95e7-448843071e0e,Echoflex Solutions Inc.,3,CA,2,3,1,0.5
61b755f9-12bb-46be-9c7b-c3ad1c8a5af0,"IDEV TECHNOLOGIES, INC.",2,US,16,14,6,0.375
639711df-cefc-4e37-825e-18a1eaea662b,"Syntheon, LLC",2,US,65,31,2,0.031
66c45e5c-241c-4fc8-acde-08b7839985e0,"Pure Storage, Inc.",2,US,595,232,135,0.227
689f224c-f6a6-43f7-aa45-25ae85160723,"AtHoc, Inc.",2,US,15,9,8,0.533
698c6639-6f76-475c-9339-3c82777a1c1b,"Absorption Systems Group, LLC",2,US,8,8,3,0.375
6d836b0f-a9ad-4ce8-bab5-6d162467e530,Buffalo Filter LLC,2,US,17,14,4,0.235
6f2bbdca-3f8e-4b95-910f-27f512ca630e,Phil and Teds Most Excellent Buggy Company Limited,3,NZ,21,7,10,0.476
723d4585-bd29-4972-9db0-dbe9b8d04e01,Dobly Laboratories Licensing Corporation,2,US,7,24,1,0.143
72bae7ca-3fd3-452b-9451-2283a6a42833,LG Electronics Inc.,3,KR,35189,13600,1,0.0
73aa64f3-12d9-4a1f-8aeb-43e81abc2658,"InfoBionic, Inc.",2,US,19,15,5,0.263
7e3bd814-260c-4720-b460-b267c8c55311,McKesson Financial Holdings,3,BM,113,165,8,0.071
81aeeae7-663a-42d1-974d-233e4561866b,BBS GMBH,3,DE,24,16,3,0.125
84096a1a-21c5-4c3f-b664-fac22bb08ffb,RECKITT & COLMAN (OVERSEAS) LIMITED,3,GB,333,316,6,0.018
8bb60daf-7dd4-4cbb-9f54-9f53afd0ad1e,MCKESSON CORPORATION,2,US,64,81,3,0.047
8bea886a-a0b2-4d40-be52-1c6b37e9b75e,"InteliSpend Prepaid Solutions, LLC",2,US,1,4,1,1.0
8cf22d32-11bf-43f3-b409-932135d76ec1,"Resolvity, Inc.",2,US,3,2,1,0.333
8f832f51-3111-4408-93ef-654cdc42f193,Abbott Cardivascular Systems Inc.,2,US,7,19,1,0.143
910c2de3-9608-4741-a53c-09b4001af0c6,Children's Medical Center Corporation,2,US,790,901,1,0.001
91c672d6-2128-4db1-adc7-93fecdc85a9d,"Matson, Inc.",2,US,5,1,5,1.0
965ea378-456f-4415-8146-c6447385e2fc,"Suros Surgical Sysytems, Inc.",2,US,1,4,1,1.0
9a485902-96e8-4a3d-a069-12ad6302b318,Bedloe Industries LLC,2,US,28,14,16,0.571
9a52a89b-54e3-46ee-b3d1-eeddd89baacd,DiagnoCure Inc.,3,CA,8,8,1,0.125
9c87e3bc-0b52-4ea2-9944-b2b9d11314ba,PEI Company,2,US,7,8,1,0.143
9d4e6f86-b063-4b06-af8e-b790fd280be9,"LabNow, Inc.",2,US,1,5,1,1.0
a401d7f8-99ee-451f-89b5-a85b4373d15e,"Abyrx, Inc.",2,US,14,15,6,0.429
a6625e3b-a7ae-45fe-b332-db380a608e7a,"Dow Corning Corporation and McNeil-PPC, Inc.",2,US,1,4,1,1.0
a88123c5-a227-43a5-8eb0-59daa8108fb2,"BRAEMAR MANUFACTURING, LLC",2,US,20,23,8,0.4
aa8ebea7-e271-4be3-abfd-6f33cd35ce06,"FS Networks, Inc.",2,US,21,27,1,0.048
ac0e98d2-3b3a-484c-9c12-14a66a7081af,"NiVasive, Inc.",2,US,1,5,1,1.0
b720a943-5c67-456e-a5a2-3bd5a0a15b17,Swisslog Healthcare Solutions,2,US,3,2,3,1.0
b75ea1be-14ef-43fb-8b41-08edc6520793,"Capsugel Belgium, NV",3,BE,62,77,5,0.081
b93a1c4f-1f6a-46bc-ad9b-d6589b62f795,"Zephyr Manufacturing Co., Inc.",2,US,15,20,1,0.067
ba57a8a8-c466-430f-b1b2-807979d31079,Ethicon LLC,2,US,3230,1903,1,0.0
c2b807e3-f056-49fa-83d3-25022b64b729,LRAD Corporation,2,US,4,3,1,0.25
c7c9dcb0-0cea-4dd4-8402-27ad7dd1ce0b,"EMS Technologies, Inc.",2,US,87,87,3,0.034
c8eed88a-8d89-4dc2-8277-d66385ebe1f6,"Koch Agronomic Services, LLC",2,US,26,15,8,0.308
ce77cf6c-4405-4e27-a7b0-6cb5b1cb41d5,"Skullcandy, Inc.",2,US,105,45,3,0.029
cf9119e2-48a5-4994-802a-07f9066b07c3,Dyson Tehcnology Limited,3,GB,1,2,1,1.0
d6847ff9-fa66-43d8-91e7-c4d447d8c975,Ino Vision Ltd.,3,IL,7,3,1,0.143
d918cd2e-9d1e-4a7e-8758-c4b0b6ba1d49,Gmedelaware 2 LLC,2,US,64,59,2,0.031
db375ce4-480e-4f2c-ae0f-1a8afb14d282,MEMOMETAL TECHNOLOGIES,3,FR,16,23,4,0.25
ddd4f27a-2475-4771-a65a-47375c10a7fa,LabTech LLC,2,AU,9,19,1,0.111
de9dac16-f32d-4fa2-8fe2-c93b7ce59ad5,"CASHSTAR, INC.",2,US,8,9,1,0.125
df541e76-5623-4cf1-9aab-56d3e70be39a,ASPECT IMAGING LTD.,3,IL,74,26,33,0.446
e6d45085-3891-48ae-841f-3ada53e3ee7c,"CCL Label, Inc.",2,US,110,162,3,0.027
ea863483-5cff-447b-a4fb-cc5e888f0405,"Lipperts Components Manufacturing, Inc.",2,US,1,3,1,1.0
eeac64f7-e13a-4ffe-9c22-441bbb9990bd,MOLNYCKE HEALTH CARE AB,3,SE,5,11,1,0.2
f0a97903-516b-4c43-8ecf-cb6ee0d04036,"CLARET MEDICAL, INC.",2,US,17,5,8,0.471
f16bfa82-db27-4eeb-87f4-51f9f505b2b9,QUALCOMM Incorporated,2,US,25863,9364,1,0.0
f230c6f5-2c02-4e8a-b35c-4b88e6f562f5,CenturyLink Intellectual Property LLC,2,US,778,263,1,0.001
f28b85b9-123d-4983-8f85-c59015f80e9c,Reynolds Consumer Products LLC,2,US,225,115,1,0.004
f64f935a-15cb-46a4-87c7-f7829c897a11,Max-Plank-Gesselschaft zur Forderung der Wissenschaften E.V.,3,DE,5,13,1,0.2
f6e74fa1-3767-432d-ad54-ca621d64321e,"Piatto Technologies, Inc.",2,US,2,1,2,1.0
f6f687d4-3956-4f86-ae34-38be10f24895,"MGP Manufacturing, LLC",2,US,2,1,1,0.5
f9032580-cf7d-4e07-ba8a-6ed15cbdaa0b,"PatCo, LLC",2,US,26,11,9,0.346
fcae9df4-df68-4d22-bc8e-717cba3903e2,"Aurea Software, Inc.",2,US,20,18,3,0.15
fe4815a0-9387-4b15-8665-685477f8873c,GE HEALTHCARE BIO-SCIENCES AB,3,SE,505,555,2,0.004
00e0a2a8-b543-4cb3-b25c-df250a972be4,2236008 Ontario Inc.,3,CA,162,170,21,0.13
0112875f-1725-4a1c-919e-8f1e3bf71da0,ALERE SWITZERLAND GMBH,3,CH,48,108,1,0.021
0290632a-06af-4aed-9442-3cc314181027,"FREESCALE SEMICONDUCTOR,INC.",2,US,5501,3774,1,0.0
03f9fe5b-b875-4736-81c5-2d084b5407fc,Kent State University,2,US,197,257,1,0.005
0a1a4ead-104b-478e-91ad-61bff8bc199b,International Datacasting Corporation,3,CA,2,5,1,0.5
0d960182-afd5-4391-ad2e-31f456bd7c13,Ansell Limited,3,AU,58,101,7,0.121
0e12c45d-d839-4e73-b0d0-218c28e7cf71,"Spirox, Inc.",2,US,11,15,2,0.182
0f2e75a0-ce45-4220-82a5-8b4f1f96b3c7,Toshiba Lighting & Technology Corporation,3,JP,635,473,1,0.002
16f65d55-ccdc-4503-90c1-4ccd5220c207,"Vascular Pathways, Inc.",2,US,18,7,5,0.278
178b4b53-6567-450c-8932-128edfdcec0a,"PEARSON EDUCATION, INC.",2,US,190,244,25,0.132
1d6cf0ac-4f32-4812-8464-3d6b97070e6b,Truth Hardware Corporation,2,US,139,72,5,0.036
24bec4eb-9d14-4adc-b037-dad96197dc46,Bay City Flower Company,2,US,55,13,1,0.018
251642fa-975e-45fd-a5a8-58850aaef02e,"PECOFacet (US), Inc.",2,US,13,15,6,0.462
25e835c9-e307-4c13-9ca3-8b2b0e21d565,"picoSpin, LLC",2,US,4,5,3,0.75
26b5dd81-0bc3-45b0-af7c-5ed3f542fd9c,"ESSENTIAL PRODUCTS, INC.",2,US,120,48,9,0.075
2855c1b7-fe78-4630-94be-37150169ab41,Decho Corporation,2,US,16,25,4,0.25
287cc30b-0c77-49ff-8689-47feb957249f,FlatFrog Laboratories AB,3,SE,90,40,24,0.267
2ab13ceb-cb16-4ffa-96ab-d4ba1b6a0d37,"Nano-Product Engineering, LLC",2,US,26,32,1,0.038
2b00244c-352e-4b2f-900a-81d9b3c8df31,"ATHEROMED, INC.",2,US,26,9,3,0.115
2d3c9425-4d88-4539-b5e0-4d82937c06a7,"Electronic Theater Controls, Inc.",2,US,1,3,1,1.0
31438709-c22d-4d86-b040-9e0cc0428034,Suncor Energy Inc.,3,CA,106,102,4,0.038
37b752c3-9913-42d6-8f92-28b85fc29358,Dendron GmbH,3,DE,7,8,1,0.143
3b75adbe-ab68-4e32-a8b8-a751083550c9,"Ceracor Laboratories, Inc.",2,US,2,4,1,0.5
410e776e-ff9c-4909-8a1d-6b5be72f8f30,ADVANCED ACCELERATOR APPLICATIONS (ITALY) S.R.L.,3,IT,15,32,1,0.067
43c2fff4-c584-4fc5-bbdd-8b7f965987c2,"MONSCIERGE, INC.",2,US,2,5,2,1.0
475a6451-6f48-4ce6-ae67-871fb7144f72,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",2,US,2561,1552,1,0.0
47626b27-f7db-45d2-9086-39d2b1750b38,HARRIS CORPORATION,2,US,3643,2377,1,0.0
47aaaa04-d74d-4213-bae4-c2b4544637d4,"NICIRA, INC.",2,US,703,401,267,0.38
483098b1-54b4-48e3-a1b5-e6e04a31b587,Arnouse Digital Devices Corporation,2,US,5,1,2,0.4
48b0fc62-e2da-4d56-bca5-e298bf3206ca,"Redline Communications, Inc.",3,CA,45,25,8,0.178
4f4ad460-d065-484f-ac94-f90c33e2e8d3,Apone Technology Ltd.,3,TW,1,1,1,1.0
4ffc1c6f-3f00-4df0-aaae-4c1d8a9ffeb9,"Integrated Monitoring Systems, LLC",2,US,6,2,6,1.0
5266a347-170d-4fba-9558-82ea7860acd9,"Integro, LLC",2,US,10,9,3,0.3
5272a746-b85b-4379-8682-32015c0189b7,"Mynosys Cellular Devices, Inc.",2,US,13,1,4,0.308
5296bb1c-983e-448c-b195-2e9869b1157c,"VIEWRAY TECHNOLOGIES, INC.",2,US,36,17,18,0.5
55bcecf5-38ba-4d79-b297-1de6d0d784e3,CMP PRODUCTS LIMITED,3,GB,24,16,2,0.083
58d5aad5-e466-4a70-b0fd-0386d4f494e8,Oracle International Corporation,2,US,7740,7244,1,0.0
5a9a0132-6072-449e-a82f-46594ffdfcd2,NATIVE INSTRUMENTS GMBH,3,DE,13,16,7,0.538
5b026e34-1009-4113-b89a-54c2289133c3,Diamond Hard Surfaces Ltd.,3,,1,1,1,1.0
65dee95e-c4ec-4fe9-bbab-734bf50c6f4a,Colorado State University Research Foundation,2,US,356,542,2,0.006
6729ee5c-d4d9-4b38-bc80-93845daaa84e,"iFit Prosthetics, LLC",2,US,4,3,1,0.25
6f937799-04ad-476e-b81b-dbaacfdd4d26,"AUTOMATED PET CARE PRODUCTS, LLC",2,US,5,3,2,0.4
6fccd75a-9b07-4fee-8514-8ceb7c454fbe,"Rapid7, Inc.",2,US,43,56,31,0.721
71605857-4de5-4da5-aea3-d6e805b83113,"Bell Biosystems, Inc.",2,US,21,4,5,0.238
71d9c490-4619-42b7-965a-462aae298ec0,"FIS Design, LLC",2,US,2,1,1,0.5
7431c4c6-bfd0-4e59-9fe4-edaba1e411b2,KYOCERA Document Solutions Inc.,3,JP,4322,1311,1,0.0
75d29ce6-5b4c-4704-9f70-8dc4a7df1939,VANDERBILT UNIVERSITY,2,US,870,1237,1,0.001
76d0ec62-3dcf-493d-a0fb-1d8e5eafb99a,"Astute Medical, Inc.",2,US,32,15,3,0.094
76d4181a-9540-48be-acbe-5dd44849e6a3,"Qunicy Bioscience, LLC",2,US,1,1,1,1.0
784c3af0-6f95-44f5-9f25-99485a544dcb,"FUJIFILM SONOSITE, INC.",2,US,86,79,4,0.047
7a29f606-8c25-4e92-9705-d7ce4f359ed9,"Amenity Health, Inc.",2,US,8,3,5,0.625
80d9d24a-92e6-46d5-9886-f1766b25cdb9,Osseon LLC,2,US,2,7,2,1.0
80e58d3f-0064-4d49-8568-d4fda246bb20,"Segeant's Pet Care Products, Inc.",2,US,1,1,1,1.0
819123f8-67bb-402f-9880-efdabc54e7a0,"U.S. Well Services, LLC",2,US,30,12,7,0.233
82589f1b-c3cc-4bcb-9293-be50e3265fb2,8758271 Canada Inc.,3,CA,1,2,1,1.0
843cf787-9041-4db9-b125-9590b28418ca,,4,US,9,8,1,0.111
849aad5c-aaec-4177-84ef-ef40025fab56,EXABLOX CORPORATION,2,US,15,15,8,0.533
85220323-0b75-4804-8b24-a1cfa06f9ab7,"Cisco Technology, Inc.",2,US,15890,10313,2,0.0
8ebfe408-3336-4303-b5db-7d436440a25a,"Shur-Co, LLC",2,US,20,22,4,0.2
95f9b937-1eb9-459e-96da-11272d4a7677,Fontem Holdings 4 B.V.,3,NL,118,52,14,0.119
9968dc67-ade3-4b92-a512-8f0cca23c0a1,"EYENUK, Inc.",2,US,4,4,4,1.0
9e2aea19-b844-4c83-a2c0-4f9c90321319,"Just Greens, LLC",2,US,5,3,1,0.2
9f271c26-0c3d-409c-b439-a810289130bf,UNIVERSITY OF WESTERN ONTARIO,3,CA,141,270,1,0.007
9f418671-174a-42d4-a6c6-49f2b328d768,NUWAVE INDUSTRIES INC.,3,CA,39,36,2,0.051
ab355ac7-eaa9-4cdf-83bf-3f819239a097,"TherapeuticsMD, Inc.",2,US,40,18,22,0.55
af885634-724c-4da3-8441-83aae8b58096,"Cloudera, Inc.",2,US,45,42,17,0.378
b270cb61-77c7-44c6-85d1-3d79273b404b,BASF Catalyst Germany GmbH,3,DE,1,1,1,1.0
b56a7b7a-691a-4e73-afd1-2eaffeb20317,"Hickies, Inc.",2,US,14,7,1,0.071
b8d3eabc-6e7b-4f10-b51c-59e9f16180f5,Avocent Utah,2,US,1,3,1,1.0
bae10e65-0d6e-4a0a-ae9b-72013821af83,SURGIX LTD.,3,IL,4,5,1,0.25
c5269e82-167f-44ec-b8a6-33be3a77d8a2,C&E Innovations LLC,2,US,286,254,4,0.014
c56dada4-6276-4b19-a30c-5d56bad3276e,LifeCell Corporation,2,US,128,101,2,0.016
c57ff696-c989-45c1-8fee-dcbfe2f4f5ac,BASF SE,3,DE,4436,5992,2,0.0
c5c10341-663c-4e3c-b601-c3d28f84445f,Dyax Corp.,2,US,173,129,3,0.017
c87d9f21-c18e-4754-9d2d-c60565cc9279,Great Lakes Neuro Technologies Inc.,2,US,6,5,4,0.667
ca7ce989-e5e1-4c3e-849b-a82720ebc5df,Meck Sharp & Dohme B.V.,3,,1,2,1,1.0
cae9f12f-f828-4f76-8655-3a9ed1fd151e,"United Sciences, LLC",2,US,22,19,7,0.318
ccc31060-66d3-4afa-ba7d-17a60feb57cb,"SHOCKWAVE MEDICAL, INC.",2,US,46,17,13,0.283
cf260c02-0ad9-4a6d-a203-b36f6d1cd131,"Vistakon Pharmaceuticals, LLC",2,US,18,25,1,0.056
d086c051-12d9-442a-9388-ca332f02dc61,,4,US,1,4,1,1.0
d0cbddf0-a4dd-4e71-beb7-90fa519c5d77,"Colonial Tin Works, Inc.",2,US,1,2,1,1.0
